ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
Clinic Plus Strong & Long Shampoo  (1 L),736.0,Good product :- Good :- good product,,,"While girls are born strong however they are raised weak due to societal conditioning and this comes in the way of achieving their true potential. Clinic Plus believes that girls must be raised strong so that they have the ability to stand-up to the societys detractors who come in the way of her potential.  And as a mother you can raise her strong, by constantly instilling values such as resilience determination and courage. This would make her foundationally strong to face any challenge in life.  While you give the foundational strength to your daughter, Clinic Plus shampoo believes that your daughters hair must also be foundationally strong.  Thats why New Clinic Plus shampoo with Shikakai, Reetha & Amla helps nourishs hair from root to tip & makes them strong and naturally long.Applied For	Hair Volumizing
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Women
pack_of	1
Country of Origin	IndiaHair Volumizing Shampoo Ideal For: Women Suitable For: All Hair Types"
"PANTENE Advanced Hairfall Solution, 2in1 Anti-Hairfall Shampoo & Conditioner  (650 ml)",1321.6,super :- Nice :- Nice,,,"Suffering from hairfall? Do you have dry, weak hair prone to breakage? Hairfall control 2in1 formula is enriched with Pro-Vitamin and rich conditioning formula. The formula has been constantly advanced with help from Pantene�s global network of hair science experts. Get the benefit of shampoo & conditioner in one wash and enjoy frizz free, silky smooth hair, and gives nourishment your hair deserves, with the advanced hairfall solutions formula in Pantene 2in1 Range.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	NA
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
Kesh King Damage Repair Shampoo| Reduces hairfall|No Paraben & No Silicon  (600 ml),489.6,Good product. Packaging is too large😂😂. :- I HAVE GOT THE PRODUCT TODAY.THIS QUALITY IS VERY GOOD EVEN I EXPECTEDHIGHLY RECOMMENDEDFRAGRANCE IS VERY SWEETAND IT IS GOOD FOR CAREING YOUR HAIR....... 👍👍👍👍 :- Good,,,"Emami Kesh King Scalp and Hair Medicine Ayurvedic Hairfall Expert Damage Repair Shampoo This unique and potent ayurvedic formula is filled with the goodness of Milk Protein and 21 Ayurvedic Herbs. This reduces hairfall, repairs hair damage due to heat and chemical treatment from the very 1st wash and makes hair silky, shiny and smooth. It nourishes hair from the roots and leaves your hair visibly beautiful and strong. With Milk Protein & 21 Ayurvedic Herbs. Reduces Hairfall. Reverses Damage due to heat and chemical treat+C45ment from the very 1st wash. Leaves you with soft, smooth and lustrous hair. Nourishes hair from roots, leaving hair visibly beautiful and strong.Applied For	Anti-hair Fall, Damage Repair, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Each 10ml contains extract of: Aloe barbadensis (Aloe vera/ Ghritkumari) Lf., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr., Symplocos racemosa (Lodhra) St.Bk. 25.75 mg each, Emblica officinalis (Amla) Dr.Fr. 51.50 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Eclipta alba (Bhringaraja) Wh.Pl., Bacopa monnieri (Brahmi) Wh.Pl., Rubia cordifolia (Manjistha) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Badari/Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Naga kesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg; Pongamia pinnata (Karanja) seed oil 1.03 mg, Rosmarinus officinalis (Rosemary) leaf oil 0.01mg; Sugandhit dravya. 
Excipients: Base q.s. Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall, Damage Repair, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Each 10ml contains extract of: Aloe barbadensis (Aloe vera/ Ghritkumari) Lf., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr., Symplocos racemosa (Lodhra) St.Bk. 25.75 mg each, Emblica officinalis (Amla) Dr.Fr. 51.50 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Eclipta alba (Bhringaraja) Wh.Pl., Bacopa monnieri (Brahmi) Wh.Pl., Rubia cordifolia (Manjistha) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Badari/Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Naga kesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg; Pongamia pinnata (Karanja) seed oil 1.03 mg, Rosmarinus officinalis (Rosemary) leaf oil 0.01mg; Sugandhit dravya. 
Excipients: Base q.s. Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone"
Kesh King Scalp and Hair Medicine Ayurvedic Hairfall Expert Damage Repair Shampoo  (1000 ml),512.0,Good product. Packaging is too large😂😂. :- I HAVE GOT THE PRODUCT TODAY.THIS QUALITY IS VERY GOOD EVEN I EXPECTEDHIGHLY RECOMMENDEDFRAGRANCE IS VERY SWEETAND IT IS GOOD FOR CAREING YOUR HAIR....... 👍👍👍👍 :- Good,,,"This unique and potent ayurvedic formula is filled with the goodness of Milk Protein and 21 Ayurvedic Herbs. This reduces hairfall, repairs hair damage due to heat and chemical treatment from the very 1st wash and makes hair silky, shiny and smooth. It nourishes hair from the roots and leaves your hair visibly beautiful and strongApplied For	Damage Repair, Anti-hair Fall, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Damage Repair, Anti-hair Fall, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
L'Oréal Paris 6 Oil Nourish Shampoo  (340 ml),569.6,"This is one of my favourite shampoo since 5 years. Have been using since then. Buying this much big shampoo bottle is I think money saver as well as long term investment. It was a good buy. Really happy with this. :- One of the good quality shampoo by loreal it's gentle on hairs make them soft and nourishes well as it says. And one of the best things is it smells very nice 👌. regarding packaging and delivery was also good and timely as promised by them. So thank you Flipkart. :- Very good shampoo,I would highly recommend this to everyone instead of using total repair 5 use this.very good results. Good price much expected less.good overall ,it contains oil particals as I am seen in the sampoo.......good one.",,," 	Are you too busy to oil your hair regularly? Then, use the L'Oreal Paris 6 Oil Nourish Shampoo to rejuvenate your hair. This shampoo comes with 6 Micro Oils to make your hair soft, strong, thick, smooth, shiny, and manageable. Suitable for all hair types, this shampoo penetrates into your scalp to make your hair beautiful.Applied For	Straightening & Smoothening
Hair Type	All Hair Types
Composition	NA
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
Phillauri Onion Hair Shampoo for Hair Fall Control and Anti Dandruff 200ml  (200 ml),190.4,Good product :- Really amazing product . it makes hair shine. :- It's a very good product,,,"suitable for all hair types promote healthy and abundant hair growth eliminate infection causing germs contains ayurvedic cleansing herbs and oils made from pure herbalApplied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	Aqua, pure aloe vera, onion extract, olive oil, lavender oil, tea tree oil, fragrance, glycerine, carbomer, presrvatives
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua, pure aloe vera, onion extract, olive oil, lavender oil, tea tree oil, fragrance, glycerine, carbomer, presrvatives"
Kesh King Damage Repair Shampoo| Reduces hairfall|No Paraben & No Silicon  (340 ml),302.40000000000003,Good product. Packaging is too large😂😂. :- I HAVE GOT THE PRODUCT TODAY.THIS QUALITY IS VERY GOOD EVEN I EXPECTEDHIGHLY RECOMMENDEDFRAGRANCE IS VERY SWEETAND IT IS GOOD FOR CAREING YOUR HAIR....... 👍👍👍👍 :- Good,,,"This unique and potent ayurvedic formula is filled with the goodness of Milk Protein and 21 Ayurvedic Herbs. This reduces hairfall, repairs hair damage due to heat and chemical treatment from the very 1st wash and makes hair silky, shiny and smooth. It nourishes hair from the roots and leaves your hair visibly beautiful and strong. With Milk Protein and 21 Ayurvedic Herbs. Reduces Hairfall. Repairs Hair Damage due to heat and chemical treatment from the very 1st wash. Leaves you with soft, smooth and lustrous hair. Nourishes hair from roots, leaving hair visibly beautiful and strong.Applied For	Damage Repair, Anti-hair Fall, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Damage Repair, Anti-hair Fall, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
HEAD & SHOULDERS Cool Menthol 2-in-1 Anti-Dandruff Shampoo + Conditioner for All-Hair Types  (650 ml),1582.4,good product value of money :- Product is good.. Packing is so good. Thank you filpkart :- It is very disappointing for us . Shampoo has not good it may froud us that it is not cool menthol . It just normal shompo.in its label there is no net weight is mention.,,,"For the first time in India, the Head and Shoulders, 2-in-1 range is specially formulated to give you the dandruff fighting power you expect along with the menthol freshness and make your scalp cool, fresh and dandruff free, while combining the benefits of both�shampoo and conditioner in one bottle. It makes your hair upto 100% dandruff free and surprisingly smooth.Applied For	Daily Care, Anti-hair Fall, Anti-dandruff, Hair Shine
Hair Type	All Hair Types
Composition	Fresh Scent
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Daily Care, Anti-hair Fall, Anti-dandruff, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Fresh Scent"
BIOTIQUE OCEAN KELP Anti Hair Fall Shampoo 190ml x 2  (380 ml),404.8,Good product quality in cheap price :- Must buy,,,"This nourishing shampoo is a blend of pure kelp, natural proteins, neem bark and bhringraj plant extract, to gently cleanse hair and invigorate the scalp for fresh growth and healthier shine. Also contains Flame of the forest & Indian Soapberry.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	KELP::FLAME OF THE FOREST::INDIAN SOAPBERRY
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: KELP::FLAME OF THE FOREST::INDIAN SOAPBERRY"
VLCC Hairfall Control Shampoo  (700 ml),507.2000000000001,Fantastic :- I am purchasing this shampoo  2nd time good product good result... :- smooth hairgood productvery good price,,,"A revolutionery Herbal combination of Khus and Coconut oil controls hair fall, nourishes & fortify the hair by penetrating deep in to the roots making them health and strong. It conditions hair while leaving them soft, smooth & supple. Hydrolyzed Keratin minimize damage, increases strength, enhances misture content of hair and helps restore luster making them look beautiful.Applied For	Anti-hair Fall, Nourishment & Moisturization, Scalp Cleansing
Hair Type	All Hair Types
Composition	Aqua, Cocamidopropyl Betaine, Sodiul Chloride, PEG-150 Distearate, Cassia Hydroxypropyltrimonium Chloride, Phenoxyethanol, Isobutylparabaen, Butylparaben, Perfume, Polyquanternium-22
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Anti-hair Fall, Nourishment & Moisturization, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua, Cocamidopropyl Betaine, Sodiul Chloride, PEG-150 Distearate, Cassia Hydroxypropyltrimonium Chloride, Phenoxyethanol, Isobutylparabaen, Butylparaben, Perfume, Polyquanternium-22"
